DIVISION,YEAR,VARIABLE_ANTECEDENTE,VARIABLE_CONSECUENTE,SUPPORT,CONFIDENCE,LIFT,CONVICTION,ANTECEDENTE_VALOR,CONSECUENTE_VALOR
mujeres,2015,VIC_EST_CIV,VIC_RANGO_EDAD,0.3011,0.89,1.0964,1.711,unidos(as),adulto joven
mujeres,2015,VIC_GRUPET,VIC_ES_INDIGENA,0.6457,1.0,1.5488,354339853.3007,ladinos(as),no
mujeres,2015,VIC_ES_INDIGENA,VIC_GRUPET,0.6457,1.0,1.5488,354339853.3007,no,ladinos(as)
mujeres,2015,VIC_GRUPET,VIC_ES_INDIGENA,0.3439,1.0,2.8221,645660146.6993,maya,si
mujeres,2015,VIC_ES_INDIGENA,VIC_GRUPET,0.3439,0.9707,2.8221,22.3714,si,maya
mujeres,2015,VIC_GRUPET,AGR_ES_INDIGENA,0.6015,0.9443,1.4773,6.477,ladinos(as),no
mujeres,2015,AGR_ES_INDIGENA,VIC_GRUPET,0.6015,0.941,1.4773,6.1517,no,ladinos(as)
mujeres,2015,VIC_GRUPET,AGR_ES_INDIGENA,0.3124,0.9162,2.5395,7.6288,maya,si
mujeres,2015,AGR_ES_INDIGENA,VIC_GRUPET,0.3124,0.8659,2.5395,4.9159,si,maya
mujeres,2015,VIC_ES_INDIGENA,VIC_NACIONAL,0.3533,0.9974,1.0022,1.8417,si,guatemalteca
mujeres,2015,AGR_ES_INDIGENA,VIC_NACIONAL,0.3575,0.9935,1.0034,1.5152,si,guatemalteca
mujeres,2015,VIC_REL_AGR,OTROS_AGRESORES,0.3206,0.8937,1.0251,1.206,esposos(as),no
mujeres,2015,VIC_REL_AGR,DIF_ALFAB,0.3202,0.8766,1.0347,1.238,esposos(as),iguales
mujeres,2015,VIC_NIV_ESCOLARIDAD,VIC_TRABAJA,0.3019,0.7658,1.1276,1.37,primaria,no
mujeres,2015,AGR_NIV_ESCOLARIDAD,VIC_TRABAJA,0.3127,0.7407,1.0879,1.2307,primaria,no
mujeres,2015,VIC_TRABAJA,GANA_MAS_LA_VICTIMA,0.6636,0.9751,1.1079,4.8109,no,no
mujeres,2015,GANA_MAS_LA_VICTIMA,VIC_TRABAJA,0.6636,0.754,1.1079,1.2984,no,no
mujeres,2015,CANTIDAD_HIJOS,VIC_RANGO_EDAD,0.3419,0.8582,1.0366,1.2138,hijos medios,adulto joven
mujeres,2015,QUIEN_ES_MAYOR,VIC_RANGO_EDAD,0.6016,0.8783,1.0592,1.4032,agresor,adulto joven
mujeres,2015,VIC_NIV_ESCOLARIDAD,DIF_ALFAB,0.3581,0.9095,1.0746,1.6982,primaria,iguales
mujeres,2015,VIC_NIV_ESCOLARIDAD,GANA_MAS_LA_VICTIMA,0.3653,0.9275,1.0538,1.6528,primaria,no
mujeres,2015,AGR_NIV_ESCOLARIDAD,GANA_MAS_LA_VICTIMA,0.3846,0.9109,1.0363,1.3582,primaria,no
mujeres,2015,VIC_OTRAS_VICTIMAS,OTROS_AGRESORES,0.6413,0.9658,1.0924,3.3883,no,no
mujeres,2015,OTROS_AGRESORES,VIC_OTRAS_VICTIMAS,0.6413,0.7253,1.0924,1.2233,no,no
mujeres,2015,VIOLENCIA_FISICA,OTROS_AGRESORES,0.3206,0.9018,1.0344,1.3058,no presente,no
mujeres,2015,VIOLENCIA_PATRIMONIAL,OTROS_AGRESORES,0.761,0.91,1.0438,1.4238,no presente,no
mujeres,2015,OTROS_AGRESORES,VIOLENCIA_PATRIMONIAL,0.761,0.873,1.0438,1.2882,no,no presente
mujeres,2015,VIC_OTRAS_VICTIMAS,VIOLENCIA_SEXUAL,0.5417,0.9775,1.0062,1.2686,no,no presente
mujeres,2015,VIC_OTRAS_VICTIMAS,VIOLENCIA_PATRIMONIAL,0.5058,0.9129,1.11,2.038,no,no presente
mujeres,2015,VIOLENCIA_FISICA,VIOLENCIA_PSICOLOGICA,0.3688,0.9602,1.1026,3.2438,no presente,presente
mujeres,2015,VIOLENCIA_FISICA,VIOLENCIA_SEXUAL,0.3776,0.9832,1.0093,1.5394,no presente,no presente
mujeres,2015,VIOLENCIA_PATRIMONIAL,VIOLENCIA_SEXUAL,0.8351,0.9797,1.0057,1.2721,no presente,no presente
mujeres,2015,VIC_ES_INDIGENA,VIOLENCIA_SEXUAL,0.347,0.9793,1.0052,1.2461,si,no presente
mujeres,2015,AGR_ES_INDIGENA,VIOLENCIA_SEXUAL,0.3524,0.9787,1.0048,1.2213,si,no presente
mujeres,2015,VIC_ES_INDIGENA,DIF_ALFAB,0.5793,0.8972,1.0536,1.4439,no,iguales
mujeres,2015,AGR_ES_INDIGENA,DIF_ALFAB,0.5716,0.8938,1.0502,1.402,no,iguales
mujeres,2015,VIC_ES_INDIGENA,AGR_ES_INDIGENA,0.6089,0.9443,1.4772,6.4767,no,no
mujeres,2015,AGR_ES_INDIGENA,VIC_ES_INDIGENA,0.6089,0.9526,1.4772,7.4901,no,no
mujeres,2015,VIC_ES_INDIGENA,AGR_ES_INDIGENA,0.3248,0.9147,2.5353,7.4901,si,si
mujeres,2015,AGR_ES_INDIGENA,VIC_ES_INDIGENA,0.3248,0.9004,2.5353,6.4767,si,si
mujeres,2015,VIC_ES_INDIGENA,GANA_MAS_LA_VICTIMA,0.3238,0.9139,1.0432,1.4401,si,no
mujeres,2015,AGR_ES_INDIGENA,GANA_MAS_LA_VICTIMA,0.3297,0.9158,1.0436,1.4541,si,no
mujeres,2016,VIC_ALFAB,AGR_ALFAB,0.7782,0.9398,1.0683,1.9991,alfabeta,alfabeta
mujeres,2016,AGR_ALFAB,VIC_ALFAB,0.7782,0.8847,1.0683,1.4907,alfabeta,alfabeta
mujeres,2016,VIC_REL_AGR,AGR_ALFAB,0.3193,0.9018,1.0252,1.2258,esposos(as),alfabeta
mujeres,2016,CANTIDAD_HIJOS,AGR_ALFAB,0.3469,0.9004,1.0235,1.2079,hijos medios,alfabeta
mujeres,2016,VIC_NIV_ESCOLARIDAD,AGR_ALFAB,0.3573,0.908,1.0329,1.314,primaria,alfabeta
mujeres,2016,AGR_NIV_ESCOLARIDAD,AGR_ALFAB,0.4288,1.0,1.1415,123958393.1958,primaria,alfabeta
mujeres,2016,VIOLENCIA_FISICA,AGR_ALFAB,0.3613,0.8998,1.0229,1.2012,no presente,alfabeta
mujeres,2016,DIF_ALFAB,AGR_ALFAB,0.7782,0.917,1.0424,1.4489,iguales,alfabeta
mujeres,2016,AGR_ALFAB,DIF_ALFAB,0.7782,0.8847,1.0424,1.3118,alfabeta,iguales
mujeres,2016,VIC_ES_INDIGENA,AGR_ALFAB,0.6046,0.9336,1.0573,1.7618,no,alfabeta
mujeres,2016,AGR_ES_INDIGENA,AGR_ALFAB,0.594,0.9298,1.0566,1.7089,no,alfabeta
mujeres,2016,AGR_EST_CIV,AGR_SEXO,0.5336,0.956,1.0217,1.4611,casados(as),hombres
mujeres,2016,AGR_EST_CIV,AGR_SEXO,0.3062,0.9632,1.0294,1.7485,unidos(as),hombres
mujeres,2016,AGR_EST_CIV,AGR_TRABAJA,0.4964,0.8911,1.03,1.238,casados(as),si
mujeres,2016,VIC_EST_CIV,AGR_EST_CIV,0.5153,0.9135,1.6358,5.1051,casados(as),casados(as)
mujeres,2016,AGR_EST_CIV,VIC_EST_CIV,0.5153,0.9227,1.6358,5.6414,casados(as),casados(as)
mujeres,2016,VIC_REL_AGR,AGR_EST_CIV,0.4431,0.9919,1.777,54.5292,esposos(as),casados(as)
mujeres,2016,AGR_EST_CIV,VIC_REL_AGR,0.4431,0.7939,1.777,2.6839,casados(as),esposos(as)
mujeres,2016,VIC_ES_INDIGENA,AGR_GRUPET,0.5969,0.9253,1.4767,5.0012,no,ladinos(as)
mujeres,2016,AGR_GRUPET,VIC_ES_INDIGENA,0.5969,0.9526,1.4767,7.481,ladinos(as),no
mujeres,2016,VIC_ES_INDIGENA,AGR_GRUPET,0.3127,0.8811,2.5294,5.4796,si,maya
mujeres,2016,AGR_GRUPET,VIC_ES_INDIGENA,0.3127,0.8978,2.5294,6.3098,maya,si
mujeres,2016,AGR_GRUPET,AGR_ES_INDIGENA,0.6383,1.0,1.5666,361688353.7256,ladinos(as),no
mujeres,2016,AGR_ES_INDIGENA,AGR_GRUPET,0.6383,1.0,1.5666,361688353.7256,no,ladinos(as)
mujeres,2016,AGR_GRUPET,AGR_ES_INDIGENA,0.3526,1.0,2.7648,638311646.2744,maya,si
mujeres,2016,AGR_ES_INDIGENA,AGR_GRUPET,0.3526,0.9749,2.7648,25.8349,si,maya
mujeres,2016,VIC_REL_AGR,AGR_NACIONAL,0.3518,0.9981,1.0029,2.4676,esposos(as),guatemalteca
mujeres,2016,VIC_TRABAJA,AGR_NACIONAL,0.6938,0.9966,1.0014,1.4262,no,guatemalteca
mujeres,2016,VIC_ES_INDIGENA,AGR_NACIONAL,0.3562,0.9989,1.0026,3.3287,si,guatemalteca
mujeres,2016,AGR_TRABAJA,AGR_SEXO,0.8603,0.9851,1.0399,3.5349,si,hombres
mujeres,2016,AGR_SEXO,AGR_TRABAJA,0.8603,0.9081,1.0399,1.379,hombres,si
mujeres,2016,VIC_EST_CIV,AGR_SEXO,0.5352,0.9535,1.0191,1.3852,casados(as),hombres
mujeres,2016,VIC_EST_CIV,AGR_SEXO,0.3031,0.9669,1.0334,1.9444,unidos(as),hombres
mujeres,2016,VIC_REL_AGR,AGR_SEXO,0.3082,1.0,1.0549,52062868.3694,conviviente,hombres
mujeres,2016,VIC_REL_AGR,AGR_SEXO,0.3534,1.0,1.0549,52062868.3694,esposos(as),hombres
mujeres,2016,CANTIDAD_HIJOS,AGR_SEXO,0.3649,0.9573,1.0099,1.2202,hijos medios,hombres
mujeres,2016,OTROS_AGRESORES,AGR_SEXO,0.8406,0.954,1.0146,1.2989,no,hombres
mujeres,2016,VIOLENCIA_FISICA,AGR_SEXO,0.575,0.9576,1.0102,1.2293,presente,hombres
mujeres,2016,VIC_REL_AGR,AGR_TRABAJA,0.3296,0.9293,1.0641,1.7925,esposos(as),si
mujeres,2016,QUIEN_ES_MAYOR,AGR_TRABAJA,0.6197,0.8967,1.024,1.2038,agresor,si
mujeres,2016,GANA_MAS_LA_VICTIMA,AGR_TRABAJA,0.7857,0.9055,1.0368,1.3403,no,si
mujeres,2016,AGR_TRABAJA,GANA_MAS_LA_VICTIMA,0.7857,0.8996,1.0368,1.3184,si,no
mujeres,2016,VIC_REL_AGR,VIC_ALFAB,0.3024,0.8554,1.0355,1.2027,esposos(as),alfabeta
mujeres,2016,VIC_RANGO_EDAD,VIC_ALFAB,0.7074,0.8554,1.0355,1.2029,adulto joven,alfabeta
mujeres,2016,VIC_ALFAB,VIC_RANGO_EDAD,0.7074,0.8564,1.0355,1.2044,alfabeta,adulto joven
mujeres,2016,VIC_NIV_ESCOLARIDAD,VIC_ALFAB,0.3944,1.0,1.2144,176559020.0445,primaria,alfabeta
mujeres,2016,VIOLENCIA_FISICA,VIC_ALFAB,0.3448,0.864,1.0458,1.2782,no presente,alfabeta
mujeres,2016,VIC_ALFAB,DIF_ALFAB,0.7782,0.9398,1.1073,2.514,alfabeta,iguales
mujeres,2016,DIF_ALFAB,VIC_ALFAB,0.7782,0.917,1.1073,2.0706,iguales,alfabeta
mujeres,2016,VIC_ES_INDIGENA,VIC_ALFAB,0.59,0.9125,1.0995,1.9441,no,alfabeta
mujeres,2016,VIC_ALFAB,VIC_ES_INDIGENA,0.59,0.7109,1.0995,1.2225,alfabeta,no
mujeres,2016,VIC_ALFAB,AGR_ES_INDIGENA,0.5782,0.6985,1.0956,1.2022,alfabeta,no
mujeres,2016,AGR_ES_INDIGENA,VIC_ALFAB,0.5782,0.907,1.0956,1.851,no,alfabeta
mujeres,2016,VIC_REL_AGR,VIC_EST_CIV,0.4449,0.99,1.7638,43.9172,esposos(as),casados(as)
mujeres,2016,VIC_EST_CIV,VIC_REL_AGR,0.4449,0.7927,1.7638,2.6556,casados(as),esposos(as)
mujeres,2016,VIC_GRUPET,VIC_ES_INDIGENA,0.6472,1.0,1.5451,352789754.8105,ladinos(as),no
mujeres,2016,VIC_ES_INDIGENA,VIC_GRUPET,0.6472,1.0,1.5451,352789754.8105,no,ladinos(as)
mujeres,2016,VIC_GRUPET,VIC_ES_INDIGENA,0.3444,1.0,2.8345,647210245.1895,maya,si
mujeres,2016,VIC_ES_INDIGENA,VIC_GRUPET,0.3444,0.9761,2.8345,27.4368,si,maya
mujeres,2016,VIC_GRUPET,AGR_ES_INDIGENA,0.5985,0.9402,1.4779,6.0841,ladinos(as),no
mujeres,2016,AGR_ES_INDIGENA,VIC_GRUPET,0.5985,0.9408,1.4779,6.1372,no,ladinos(as)
mujeres,2016,VIC_GRUPET,AGR_ES_INDIGENA,0.3139,0.9194,2.5271,7.8932,maya,si
mujeres,2016,AGR_ES_INDIGENA,VIC_GRUPET,0.3139,0.8628,2.5271,4.7994,si,maya
mujeres,2016,VIC_REL_AGR,VIC_NACIONAL,0.3529,0.9977,1.0049,3.0895,esposos(as),guatemalteca
mujeres,2016,VIC_TRABAJA,VIC_NACIONAL,0.6883,0.9942,1.0015,1.2596,no,guatemalteca
mujeres,2016,VIC_ES_INDIGENA,VIC_NACIONAL,0.6493,1.0,1.0012,1167769.5601,no,guatemalteca
mujeres,2016,AGR_ES_INDIGENA,VIC_NACIONAL,0.3603,0.9978,1.0039,2.7685,si,guatemalteca
mujeres,2016,VIC_REL_AGR,OTROS_AGRESORES,0.3194,0.911,1.0339,1.3353,esposos(as),no
mujeres,2016,VIC_REL_AGR,DIF_ALFAB,0.3114,0.8792,1.0359,1.2522,esposos(as),iguales
mujeres,2016,VIC_NIV_ESCOLARIDAD,VIC_TRABAJA,0.3082,0.7806,1.1281,1.4039,primaria,no
mujeres,2016,AGR_NIV_ESCOLARIDAD,VIC_TRABAJA,0.3234,0.7535,1.0923,1.2582,primaria,no
mujeres,2016,VIC_TRABAJA,GANA_MAS_LA_VICTIMA,0.6708,0.9696,1.1129,4.2321,no,no
mujeres,2016,GANA_MAS_LA_VICTIMA,VIC_TRABAJA,0.6708,0.7699,1.1129,1.3395,no,no
mujeres,2016,QUIEN_ES_MAYOR,VIC_RANGO_EDAD,0.6096,0.8838,1.0689,1.4904,agresor,adulto joven
mujeres,2016,VIC_NIV_ESCOLARIDAD,DIF_ALFAB,0.3573,0.908,1.0711,1.6551,primaria,iguales
mujeres,2016,VIC_NIV_ESCOLARIDAD,GANA_MAS_LA_VICTIMA,0.3621,0.9181,1.0544,1.5782,primaria,no
mujeres,2016,AGR_NIV_ESCOLARIDAD,GANA_MAS_LA_VICTIMA,0.386,0.9002,1.0356,1.3101,primaria,no
mujeres,2016,VIC_OTRAS_VICTIMAS,OTROS_AGRESORES,0.666,0.9625,1.074,2.7705,no,no
mujeres,2016,VIOLENCIA_PATRIMONIAL,OTROS_AGRESORES,0.755,0.9088,1.0314,1.3032,no presente,no
mujeres,2016,VIC_OTRAS_VICTIMAS,VIOLENCIA_SEXUAL,0.5894,0.9819,1.0038,1.2052,no,no presente
mujeres,2016,VIC_OTRAS_VICTIMAS,VIOLENCIA_PATRIMONIAL,0.5371,0.8947,1.0823,1.6459,no,no presente
mujeres,2016,VIOLENCIA_FISICA,VIOLENCIA_PSICOLOGICA,0.3832,0.959,1.124,3.5811,no presente,presente
mujeres,2016,VIOLENCIA_FISICA,VIOLENCIA_SEXUAL,0.3948,0.9883,1.0087,1.7236,no presente,no presente
mujeres,2016,VIC_ES_INDIGENA,DIF_ALFAB,0.5867,0.9063,1.0639,1.5808,no,iguales
mujeres,2016,AGR_ES_INDIGENA,DIF_ALFAB,0.5747,0.9,1.0583,1.4964,no,iguales
mujeres,2016,VIC_ES_INDIGENA,AGR_ES_INDIGENA,0.6076,0.9402,1.4739,6.0556,no,no
mujeres,2016,AGR_ES_INDIGENA,VIC_ES_INDIGENA,0.6076,0.9526,1.4739,7.4556,no,no
mujeres,2016,VIC_ES_INDIGENA,AGR_ES_INDIGENA,0.3235,0.9144,2.5253,7.4556,si,si
mujeres,2016,AGR_ES_INDIGENA,VIC_ES_INDIGENA,0.3235,0.8933,2.5253,6.0556,si,si
mujeres,2016,VIC_ES_INDIGENA,GANA_MAS_LA_VICTIMA,0.322,0.9126,1.0523,1.5194,si,no
mujeres,2016,AGR_ES_INDIGENA,GANA_MAS_LA_VICTIMA,0.3291,0.91,1.0482,1.4647,si,no
mujeres,2017,AGR_EST_CIV,AGR_ALFAB,0.4695,0.9027,1.0263,1.2377,casados(as),alfabeta
mujeres,2017,AGR_ALFAB,AGR_SEXO,0.8435,0.9515,1.0135,1.2615,alfabeta,hombres
mujeres,2017,VIC_ALFAB,AGR_ALFAB,0.7911,0.9446,1.0653,2.0453,alfabeta,alfabeta
mujeres,2017,AGR_ALFAB,VIC_ALFAB,0.7911,0.8923,1.0653,1.508,alfabeta,alfabeta
mujeres,2017,VIC_EST_CIV,AGR_ALFAB,0.4796,0.9028,1.0274,1.2482,casados(as),alfabeta
mujeres,2017,VIC_REL_AGR,AGR_ALFAB,0.3145,0.9196,1.0372,1.4102,esposos(as),alfabeta
mujeres,2017,VIC_TRABAJA,AGR_ALFAB,0.3118,0.9485,1.0702,2.2086,si,alfabeta
mujeres,2017,CANTIDAD_HIJOS,AGR_ALFAB,0.3528,0.9086,1.0249,1.2414,hijos medios,alfabeta
mujeres,2017,VIC_NIV_ESCOLARIDAD,AGR_ALFAB,0.3678,0.9163,1.0343,1.3629,primaria,alfabeta
mujeres,2017,AGR_NIV_ESCOLARIDAD,AGR_ALFAB,0.4301,1.0,1.132,116602316.6023,primaria,alfabeta
mujeres,2017,DIF_ALFAB,AGR_ALFAB,0.7911,0.922,1.0399,1.4531,iguales,alfabeta
mujeres,2017,AGR_ALFAB,DIF_ALFAB,0.7911,0.8923,1.0399,1.3176,alfabeta,iguales
mujeres,2017,VIC_ES_INDIGENA,AGR_ALFAB,0.6113,0.942,1.0549,1.8456,no,alfabeta
mujeres,2017,AGR_ES_INDIGENA,AGR_ALFAB,0.6047,0.9416,1.0547,1.8352,no,alfabeta
mujeres,2017,AGR_EST_CIV,AGR_SEXO,0.495,0.952,1.0239,1.4623,casados(as),hombres
mujeres,2017,AGR_EST_CIV,AGR_SEXO,0.3372,0.9562,1.0284,1.6022,unidos(as),hombres
mujeres,2017,AGR_EST_CIV,AGR_TRABAJA,0.4624,0.8912,1.0348,1.2752,casados(as),si
mujeres,2017,AGR_EST_CIV,AGR_TRABAJA,0.3144,0.889,1.0323,1.2509,unidos(as),si
mujeres,2017,AGR_EST_CIV,VIC_ALFAB,0.4461,0.8574,1.0378,1.2192,casados(as),alfabeta
mujeres,2017,VIC_EST_CIV,AGR_EST_CIV,0.4827,0.9056,1.7319,5.0541,casados(as),casados(as)
mujeres,2017,AGR_EST_CIV,VIC_EST_CIV,0.4827,0.9231,1.7319,6.0713,casados(as),casados(as)
mujeres,2017,VIC_EST_CIV,AGR_EST_CIV,0.3194,0.9178,2.6134,7.8904,unidos(as),unidos(as)
mujeres,2017,AGR_EST_CIV,VIC_EST_CIV,0.3194,0.9095,2.6134,7.2029,unidos(as),unidos(as)
mujeres,2017,VIC_REL_AGR,AGR_EST_CIV,0.414,0.9946,1.9129,89.2862,esposos(as),casados(as)
mujeres,2017,AGR_EST_CIV,VIC_REL_AGR,0.414,0.7962,1.9129,2.8648,casados(as),esposos(as)
mujeres,2017,AGR_EST_CIV,VIC_RANGO_EDAD,0.3042,0.8626,1.0647,1.3812,unidos(as),adulto joven
mujeres,2017,AGR_EST_CIV,GANA_MAS_LA_VICTIMA,0.3132,0.8882,1.0302,1.2325,unidos(as),no
mujeres,2017,VIC_ES_INDIGENA,AGR_GRUPET,0.6055,0.936,1.4778,5.7274,no,ladinos(as)
mujeres,2017,AGR_GRUPET,VIC_ES_INDIGENA,0.6055,0.956,1.4778,8.0178,ladinos(as),no
mujeres,2017,VIC_ES_INDIGENA,AGR_GRUPET,0.3154,0.8933,2.573,6.1176,si,maya
mujeres,2017,AGR_GRUPET,VIC_ES_INDIGENA,0.3154,0.9085,2.573,7.0724,maya,si
mujeres,2017,AGR_GRUPET,AGR_ES_INDIGENA,0.6418,1.0,1.5582,358242484.3079,ladinos(as),no
mujeres,2017,AGR_ES_INDIGENA,AGR_GRUPET,0.6418,1.0,1.5582,358242484.3079,no,ladinos(as)
mujeres,2017,AGR_GRUPET,AGR_ES_INDIGENA,0.3504,1.0,2.7914,641757515.6921,maya,si
mujeres,2017,AGR_ES_INDIGENA,AGR_GRUPET,0.3504,0.9781,2.7914,29.5987,si,maya
mujeres,2017,VIC_TRABAJA,AGR_NACIONAL,0.673,0.9966,1.0007,1.212,no,guatemalteca
mujeres,2017,AGR_ES_INDIGENA,AGR_NACIONAL,0.6374,1.0,1.0023,2299783.5498,no,guatemalteca
mujeres,2017,AGR_TRABAJA,AGR_SEXO,0.8509,0.9837,1.0482,3.7747,si,hombres
mujeres,2017,AGR_SEXO,AGR_TRABAJA,0.8509,0.9067,1.0482,1.4473,hombres,si
mujeres,2017,VIC_EST_CIV,AGR_SEXO,0.5026,0.9476,1.0218,1.3857,casados(as),hombres
mujeres,2017,VIC_EST_CIV,AGR_SEXO,0.3313,0.9565,1.0314,1.6703,unidos(as),hombres
mujeres,2017,VIC_REL_AGR,AGR_SEXO,0.3092,1.0,1.0657,61617312.0729,conviviente,hombres
mujeres,2017,VIC_REL_AGR,AGR_SEXO,0.3407,1.0,1.0657,61617312.0729,esposos(as),hombres
mujeres,2017,CANTIDAD_HIJOS,AGR_SEXO,0.3678,0.9514,1.0139,1.2676,hijos medios,hombres
mujeres,2017,VIOLENCIA_FISICA,AGR_SEXO,0.5222,0.9517,1.0142,1.2766,presente,hombres
mujeres,2017,QUIEN_ES_MAYOR,AGR_SEXO,0.6507,0.9503,1.0107,1.2033,agresor,hombres
mujeres,2017,VIC_EST_CIV,AGR_TRABAJA,0.3093,0.8893,1.0328,1.2554,unidos(as),si
mujeres,2017,VIC_REL_AGR,AGR_TRABAJA,0.3181,0.9299,1.075,1.9267,esposos(as),si
mujeres,2017,GANA_MAS_LA_VICTIMA,AGR_TRABAJA,0.7741,0.8999,1.0403,1.3482,no,si
mujeres,2017,AGR_TRABAJA,GANA_MAS_LA_VICTIMA,0.7741,0.8949,1.0403,1.3297,si,no
mujeres,2017,VIC_TRABAJA,VIC_ALFAB,0.3005,0.9191,1.0995,2.0282,si,alfabeta
mujeres,2017,CANTIDAD_HIJOS,VIC_ALFAB,0.3346,0.8639,1.0329,1.2019,hijos medios,alfabeta
mujeres,2017,VIC_RANGO_EDAD,VIC_ALFAB,0.7113,0.8656,1.0349,1.2174,adulto joven,alfabeta
mujeres,2017,VIC_NIV_ESCOLARIDAD,VIC_ALFAB,0.402,1.0,1.1994,166240557.8152,primaria,alfabeta
mujeres,2017,VIC_ALFAB,DIF_ALFAB,0.7911,0.9446,1.1008,2.5608,alfabeta,iguales
mujeres,2017,DIF_ALFAB,VIC_ALFAB,0.7911,0.922,1.1008,2.0824,iguales,alfabeta
mujeres,2017,VIC_ES_INDIGENA,VIC_ALFAB,0.5993,0.9243,1.0994,2.1034,no,alfabeta
mujeres,2017,VIC_ALFAB,VIC_ES_INDIGENA,0.5993,0.7128,1.0994,1.2244,alfabeta,no
mujeres,2017,AGR_ES_INDIGENA,VIC_ALFAB,0.5883,0.9176,1.0927,1.9445,no,alfabeta
mujeres,2017,VIC_REL_AGR,VIC_EST_CIV,0.4153,0.9929,1.8721,66.4836,esposos(as),casados(as)
mujeres,2017,VIC_EST_CIV,VIC_REL_AGR,0.4153,0.783,1.8721,2.6811,casados(as),esposos(as)
mujeres,2017,VIC_EST_CIV,VIC_RANGO_EDAD,0.3044,0.8788,1.0893,1.5943,unidos(as),adulto joven
mujeres,2017,VIC_EST_CIV,GANA_MAS_LA_VICTIMA,0.3087,0.8911,1.0321,1.2549,unidos(as),no
mujeres,2017,VIC_GRUPET,VIC_ES_INDIGENA,0.6485,1.0,1.5419,351460022.4112,ladinos(as),no
mujeres,2017,VIC_ES_INDIGENA,VIC_GRUPET,0.6485,1.0,1.5419,351460022.4112,no,ladinos(as)
mujeres,2017,VIC_GRUPET,VIC_ES_INDIGENA,0.3442,1.0,2.8453,648539977.5888,maya,si
mujeres,2017,VIC_ES_INDIGENA,VIC_GRUPET,0.3442,0.9794,2.8453,31.788,si,maya
mujeres,2017,VIC_GRUPET,AGR_ES_INDIGENA,0.6057,0.9461,1.4763,6.6651,ladinos(as),no
mujeres,2017,AGR_ES_INDIGENA,VIC_GRUPET,0.6057,0.9451,1.4763,6.5578,no,ladinos(as)
mujeres,2017,VIC_GRUPET,AGR_ES_INDIGENA,0.3168,0.9282,2.5844,8.9249,maya,si
mujeres,2017,AGR_ES_INDIGENA,VIC_GRUPET,0.3168,0.8821,2.5844,5.5855,si,maya
mujeres,2017,VIC_REL_AGR,VIC_NACIONAL,0.3402,0.9966,1.003,1.8946,esposos(as),guatemalteca
mujeres,2017,VIC_TRABAJA,VIC_NACIONAL,0.6693,0.9949,1.0013,1.2447,no,guatemalteca
mujeres,2017,VIC_ES_INDIGENA,VIC_NACIONAL,0.6485,1.0,1.0035,3512027.036,no,guatemalteca
mujeres,2017,AGR_ES_INDIGENA,VIC_NACIONAL,0.3572,0.9957,1.0019,1.4506,si,guatemalteca
mujeres,2017,VIC_REL_AGR,OTROS_AGRESORES,0.3101,0.9305,1.0288,1.3744,esposos(as),no
mujeres,2017,VIC_REL_AGR,DIF_ALFAB,0.3017,0.8818,1.0276,1.2003,esposos(as),iguales
mujeres,2017,VIC_NIV_ESCOLARIDAD,VIC_TRABAJA,0.3093,0.7692,1.1392,1.4071,primaria,no
mujeres,2017,AGR_NIV_ESCOLARIDAD,VIC_TRABAJA,0.32,0.7444,1.1072,1.2819,primaria,no
mujeres,2017,VIC_TRABAJA,DIF_ALFAB,0.3004,0.9149,1.0665,1.6704,si,iguales
mujeres,2017,VIC_TRABAJA,GANA_MAS_LA_VICTIMA,0.6522,0.9694,1.1233,4.4816,no,no
mujeres,2017,GANA_MAS_LA_VICTIMA,VIC_TRABAJA,0.6522,0.7557,1.1233,1.3396,no,no
mujeres,2017,CANTIDAD_HIJOS,VIC_RANGO_EDAD,0.3293,0.8517,1.0372,1.2059,hijos medios,adulto joven
mujeres,2017,QUIEN_ES_MAYOR,VIC_RANGO_EDAD,0.6003,0.8768,1.0659,1.4397,agresor,adulto joven
mujeres,2017,VIC_NIV_ESCOLARIDAD,DIF_ALFAB,0.3678,0.9163,1.0693,1.7089,primaria,iguales
mujeres,2017,VIC_NIV_ESCOLARIDAD,GANA_MAS_LA_VICTIMA,0.3683,0.9162,1.0598,1.6171,primaria,no
mujeres,2017,AGR_NIV_ESCOLARIDAD,GANA_MAS_LA_VICTIMA,0.386,0.8975,1.042,1.3533,primaria,no
mujeres,2017,VIC_OTRAS_VICTIMAS,OTROS_AGRESORES,0.681,0.9631,1.0489,2.2184,no,no
mujeres,2017,VIC_OTRAS_VICTIMAS,VIOLENCIA_SEXUAL,0.6183,0.9844,1.0053,1.3339,no,no presente
mujeres,2017,VIC_OTRAS_VICTIMAS,VIOLENCIA_PATRIMONIAL,0.5631,0.8965,1.0582,1.4764,no,no presente
mujeres,2017,VIOLENCIA_FISICA,VIOLENCIA_PSICOLOGICA,0.435,0.9637,1.1229,3.9024,no presente,presente
mujeres,2017,VIOLENCIA_FISICA,VIOLENCIA_SEXUAL,0.4441,0.9839,1.0049,1.2942,no presente,no presente
mujeres,2017,VIOLENCIA_FISICA,VIC_ES_INDIGENA,0.3323,0.725,1.1179,1.2781,no presente,no
mujeres,2017,VIOLENCIA_FISICA,AGR_ES_INDIGENA,0.3285,0.7182,1.1191,1.2712,no presente,no
