ESTADÍSTICAS DE VIOLENCIA INTRAFAMILIAR,,,,,,,,,,,,
Valores de las variables,,,,,,,,,,,,
,,,,,,,,,,,,
Código,Descripción del código,Valor,Etiqueta,,,,,,,,,
,,5163,Personal de pompas fúnebres y embalsamadores,,,,,,,,,
,,5164,Cuidadores de animales,,,,,,,,,
,,5165,Instructores de autoescuela,,,,,,,,,
,,5169,Trabajadores de servicios personales no clasificados bajo otros epígrafes,,,,,,,,,
,,5211,Vendedores de quioscos y de puestos de mercado,,,,,,,,,
,,5212,Vendedores ambulantes de productos comestibles,,,,,,,,,
,,5221,Comerciantes de tiendas,,,,,,,,,
,,5222,Supervisores de tiendas y almacenes,,,,,,,,,
,,5223,Asistentes de venta de tiendas y almacenes,,,,,,,,,
,,5230,Cajeros y expendedores de billetes,,,,,,,,,
,,5241,"Modelos de moda, arte y publicidad",,,,,,,,,
,,5242,Demostradores de tiendas,,,,,,,,,
,,5243,Vendedores puerta a puerta,,,,,,,,,
,,5244,Vendedores por teléfono,,,,,,,,,
,,5245,Expendedores de gasolineras,,,,,,,,,
,,5246,Vendedores de comidas al mostrador,,,,,,,,,
,,5249,Vendedores no clasificados bajo otros epígrafes,,,,,,,,,
,,5311,Cuidadores de niños,,,,,,,,,
,,5312,Auxiliares de maestros,,,,,,,,,
,,5321,Trabajadores de los cuidados personales en instituciones,,,,,,,,,
,,5322,Trabajadores de los cuidados personales a domicilio,,,,,,,,,
,,5329,Trabajadores de los cuidados personales en servicios de salud no clasificados bajo otros epígrafes,,,,,,,,,
,,5411,Bomberos,,,,,,,,,
,,5412,Policías,,,,,,,,,
,,5413,Guardianes de prisión,,,,,,,,,
,,5414,Guardias de protección,,,,,,,,,
,,5419,Personal de los servicios de protección no clasificados bajo otros epígrafes,,,,,,,,,
,,6111,Agricultores y trabajadores calificados de cultivos extensivos,,,,,,,,,
,,6112,Agricultores y trabajadores calificados de plantaciones de árboles y arbustos,,,,,,,,,
,,6113,"Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines",,,,,,,,,
,,6114,Agricultores y trabajadores calificados de cultivos mixtos ,,,,,,,,,
,,6121,Criadores de ganado,,,,,,,,,
,,6122,Avicultores y trabajadores calificados de la avicultura,,,,,,,,,
,,6123,Apicultores y sericultores y trabajadores calificados de la apicultura y la sericultura,,,,,,,,,
,,6129,Criadores y trabajadores pecuarios calificados de la cría de animales no clasificados bajo otros epígrafes,,,,,,,,,
,,6130,Productores y trabajadores calificados de explotaciones agropecuarias mixtas cuya producción se destina al mercado,,,,,,,,,
,,6210,Trabajadores forestales calificados y afines,,,,,,,,,
,,6221,Trabajadores de explotaciones de acuicultura,,,,,,,,,
,,6222,Pescadores de agua dulce y en aguas costeras,,,,,,,,,
,,6223,Pescadores de alta mar,,,,,,,,,
,,6224,Cazadores y tramperos,,,,,,,,,
,,6310,Trabajadores agrícolas de subsistencia,,,,,,,,,
,,6320,Trabajadores pecuarios de subsistencia,,,,,,,,,
,,6330,Trabajadores agropecuarios de subsistencia,,,,,,,,,
,,6340,"Pescadores, cazadores, tramperos y recolectores de subsistencia",,,,,,,,,
,,7111,Constructores de casas,,,,,,,,,
,,7112,Albañiles,,,,,,,,,
,,7113,"Mamposteros, tronzadores, labrantes y grabadores de piedra",,,,,,,,,
,,7114,"Operarios en cemento armado, enfoscadores y afines",,,,,,,,,
,,7115,Carpinteros de armar y de obra blanca,,,,,,,,,
,,7119,Oficiales y operarios de la construcción (obra gruesa) y afines no clasificados bajo otros epígrafes,,,,,,,,,
,,7121,Techadores,,,,,,,,,
,,7122,Parqueteros y colocadores de suelos,,,,,,,,,
,,7123,Revocadores,,,,,,,,,
,,7124,Instaladores de material aislante y de insonorización,,,,,,,,,
,,7125,Cristaleros,,,,,,,,,
,,7126,Fontaneros e instaladores de tuberías,,,,,,,,,
,,7127,Mecánicos-montadores de instalaciones de refrigeración y climatización,,,,,,,,,
,,7131,Pintores y empapeladores,,,,,,,,,
,,7132,Barnizadores y afines,,,,,,,,,
,,7133,Limpiadores de fachadas y deshollinadores,,,,,,,,,
,,7211,Moldeadores y macheros,,,,,,,,,
,,7212,Soldadores y oxicortadores,,,,,,,,,
,,7213,Chapistas y caldereros,,,,,,,,,
,,7214,Montadores de estructuras metálicas,,,,,,,,,
,,7215,Aparejadores y empalmadores de cables,,,,,,,,,
,,7221,Herreros y forjadores,,,,,,,,,
,,7222,Herramentistas y afines,,,,,,,,,
,,7223,Reguladores y operadores de máquinas herramientas,,,,,,,,,
,,7224,Pulidores de metales y afiladores de herramientas,,,,,,,,,
,,7231,Mecánicos y reparadores de vehículos de motor,,,,,,,,,
,,7232,Mecánicos y reparadores de motores de avión,,,,,,,,,
,,7233,Mecánicos y reparadores de máquinas agrícolas e industriales,,,,,,,,,
,,7234,Reparadores de bicicletas y afines,,,,,,,,,
,,7311,Mecánicos y reparadores de instrumentos de precisión,,,,,,,,,
,,7312,Fabricantes y afinadores de instrumentos musicales,,,,,,,,,
,,7313,"Joyeros, orfebres y plateros",,,,,,,,,
,,7314,"Alfareros y afines (barro, arcilla y abrasivos)",,,,,,,,,
,,7315,"Sopladores, modeladores, laminadores, cortadores y pulidores de vidrio",,,,,,,,,
,,7316,"Redactores de carteles, pintores decorativos y grabadores",,,,,,,,,
,,7317,"Artesanos en madera, cestería y materiales similares",,,,,,,,,
,,7318,"Artesanos de los tejidos, el cuero y materiales similares",,,,,,,,,
,,7319,Artesanos no clasificados bajo otros epígrafes,,,,,,,,,
,,7321,"Cajistas, tipógrafos y afines",,,,,,,,,
,,7322,Impresores,,,,,,,,,
,,7323,Encuadernadores y afines,,,,,,,,,
,,7411,Electricistas de obras y afines,,,,,,,,,
,,7412,Mecánicos y ajustadores electricistas,,,,,,,,,
,,7413,Instaladores y reparadores de líneas eléctricas,,,,,,,,,
,,7421,Mecánicos y reparadores en electrónica,,,,,,,,,
,,7422,Instaladores y reparadores en tecnología de la información y las comunicaciones,,,,,,,,,
,,7511,"Carniceros, pescaderos y afines",,,,,,,,,
,,7512,"Panaderos, pasteleros y confiteros",,,,,,,,,
,,7513,Operarios de la elaboración de productos lácteos,,,,,,,,,
,,7514,"Operarios de la conservación de frutas, legumbres, verduras y afines",,,,,,,,,
,,7515,Catadores y clasificadores de alimentos y bebidas,,,,,,,,,
,,7516,Preparadores y elaboradores de tabaco y sus productos,,,,,,,,,
,,7521,Operarios del tratamiento de la madera,,,,,,,,,
,,7522,Ebanistas y afines,,,,,,,,,
,,7523,Reguladores y operadores de máquinas de labrar madera,,,,,,,,,
,,7531,"Sastres, modistos, peleteros y sombrereros",,,,,,,,,
,,7532,Patronistas y cortadores de tela y afines,,,,,,,,,
,,7533,"Costureros, bordadores y afines",,,,,,,,,
,,7534,"Tapiceros, colchoneros y afines",,,,,,,,,
,,7535,"Apelambradores, pellejeros y curtidores",,,,,,,,,
,,7536,Zapateros y afines,,,,,,,,,
,,7541,Buzos,,,,,,,,,
,,7542,Dinamiteros y pegadores,,,,,,,,,
,,7543,Clasificadores y probadores de productos (excluyendo alimentos y bebidas),,,,,,,,,
,,7544,Fumigadores y otros controladores de plagas y malas hierbas,,,,,,,,,
,,7549,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios no clasificados bajo otros epígrafes",,,,,,,,,
,,8111,Mineros y operadores de instalaciones mineras,,,,,,,,,
,,8112,Operadores de instalaciones de procesamiento de minerales y rocas,,,,,,,,,
,,8113,Perforadores y sondistas de pozos y afines,,,,,,,,,
,,8114,Operadores de máquinas para fabricar cemento y otros productos minerales,,,,,,,,,
,,8121,Operadores de instalaciones de procesamiento de metales,,,,,,,,,
,,8122,"Operadores de máquinas pulidoras, galvanizadoras y recubridoras  de metales",,,,,,,,,
,,8131,Operadores de plantas y máquinas de productos químicos,,,,,,,,,
,,8132,Operadores de máquinas para fabricar productos fotográficos,,,,,,,,,
,,8141,Operadores de máquinas para fabricar productos de caucho,,,,,,,,,
,,8142,Operadores de máquinas para fabricar productos de material plástico,,,,,,,,,
,,8143,Operadores de máquinas para fabricar productos de papel,,,,,,,,,
,,8151,"Operadores de máquinas de preparación de fibras, hilado y devanado",,,,,,,,,
,,8152,Operadores de telares y otras máquinas tejedoras,,,,,,,,,
,,8153,Operadores de máquinas de coser,,,,,,,,,
,,8154,"Operadores de máquinas de blanqueamiento, teñido y limpieza de tejidos",,,,,,,,,
,,8155,Operadores de máquinas de tratamiento de pieles y cueros,,,,,,,,,
,,8156,Operadores de máquinas para la fabricación de calzado y afines,,,,,,,,,
,,8157,Operadores de máquinas lavarropas,,,,,,,,,
,,8159,Operadores de máquinas para fabricar productos textiles y artículos de piel y cuero no clasificados bajo otros epígrafes,,,,,,,,,
,,8160,Operadores de máquinas para elaborar alimentos y productos afines,,,,,,,,,
,,8171,Operadores de instalaciones para la preparación de pasta para papel y papel,,,,,,,,,
,,8172,Operadores de instalaciones de procesamiento de la madera,,,,,,,,,
,,8181,Operadores de instalaciones de vidriería y cerámica,,,,,,,,,
,,8182,Operadores de máquinas de vapor y calderas,,,,,,,,,
,,8183,"Operadores de máquinas de embalaje, embotellamiento y etiquetado",,,,,,,,,
,,8189,Operadores de máquinas y de instalaciones fijas no clasificados bajo otros epígrafes,,,,,,,,,
,,8211,Ensambladores de maquinaria mecánica,,,,,,,,,
,,8212,Ensambladores de equipos eléctricos y electrónicos,,,,,,,,,
,,8219,Ensambladores no clasificados bajo otros epígrafes,,,,,,,,,
,,8311,Maquinistas de locomotoras,,,,,,,,,
,,8312,"Guardafrenos, guardagujas y agentes de maniobras",,,,,,,,,
,,8321,Conductores de motocicletas,,,,,,,,,
,,8322,"Conductores de automóviles, taxis y camionetas",,,,,,,,,
,,8331,Conductores de autobuses y tranvías,,,,,,,,,
,,8332,Conductores de camiones pesados,,,,,,,,,
,,8341,Operadores de maquinaria agrícola y forestal móvil,,,,,,,,,
,,8342,Operadores de máquinas de movimiento de tierras y afines,,,,,,,,,
,,8343,"Operadores de grúas, aparatos elevadores y afines",,,,,,,,,
,,8344,Operadores de autoelevadoras,,,,,,,,,
,,8350,Marineros de cubierta y afines,,,,,,,,,
,,9111,Limpiadores y asistentes domésticos,,,,,,,,,
,,9112,"Limpiadores y asistentes de oficinas, hoteles y otros establecimientos",,,,,,,,,
,,9113,Personal doméstico,,,,,,,,,
,,9121,Lavanderos y planchadores manuales,,,,,,,,,
,,9122,Lavadores de vehículos,,,,,,,,,
,,9123,Lavadores de ventanas,,,,,,,,,
,,9129,Otro personal de limpieza,,,,,,,,,
,,9211,Peones de explotaciones agrícolas,,,,,,,,,
,,9212,Peones de explotaciones ganaderas,,,,,,,,,
,,9213,Peones de explotaciones de cultivos mixtos y ganaderos,,,,,,,,,
,,9214,Peones de jardinería y horticultura,,,,,,,,,
,,9215,Peones forestales,,,,,,,,,
,,9216,Peones de pesca y acuicultura,,,,,,,,,
,,9311,Peones de minas y canteras,,,,,,,,,
,,9312,Peones de obras públicas y mantenimiento,,,,,,,,,
,,9313,Peones de la construcción de edificios,,,,,,,,,
,,9321,Empacadores manuales,,,,,,,,,
,,9329,Peones de la industria manufacturera no clasificados bajo otros epígrafes,,,,,,,,,
,,9331,Conductores de vehículos accionados a pedal o a brazo,,,,,,,,,
,,9332,Conductores de vehículos y máquinas de tracción animal,,,,,,,,,
,,9333,Peones de carga,,,,,,,,,
,,9334,Reponedores de estanterías,,,,,,,,,
,,9411,Cocineros de comidas rápidas,,,,,,,,,
,,9412,Ayudantes de cocina,,,,,,,,,
,,9510,Trabajadores ambulantes de servicios y afines,,,,,,,,,
,,9520,Vendedores ambulantes (excluyendo de comida),,,,,,,,,
,,9611,Recolectores de basura y material reciclable,,,,,,,,,
,,9612,Clasificadores de desechos,,,,,,,,,
,,9613,Barrenderos y afines,,,,,,,,,
,,9621,"Mensajeros, mandaderos, maleteros y repartidores",,,,,,,,,
,,9622,Personas que realizan trabajos varios,,,,,,,,,
,,9623,Recolectores de dinero en aparatos de venta automática y lectores de medidores,,,,,,,,,
,,9624,Acarreadores de agua y recolectores de leña,,,,,,,,,
,,9629,Ocupaciones elementales no clasificadas bajo otros epígrafes,,,,,,,,,
,,´0110,Oficiales de las fuerzas armadas,,,,,,,,,
,,´0210,Suboficiales de las fuerzas armadas,,,,,,,,,
,,´0310,Otros miembros de las fuerzas armadas,,,,,,,,,
,,9998,Ocupaciones no especificadas en las anteriores,,,,,,,,,
,,9999,Ocupación ignorada,,,,,,,,,
,,,,,,,,,,,,
AGR_DEDICA,A que se dedica el(a) agresor(a) (sin ingresos),1,Quehaceres del hogar,,,,,,,,,
,,2,Vive de su renta o jubilación ,,,,,,,,,
,,3,Estudiar,,,,,,,,,
,,4,Desempleado,,,,,,,,,
,,6,Otro,,,,,,,,,
,,9,Ignorado,,,,,,,,,
,,,,,,,,,,,,
OTROS_AGRESORES,Total otros agresores,00 a 20,Total otros agresores,,,,,,,,,
,,99,Ignorado total otros agresores,,,,,,,,,
AGR_OTROS_HOM,Otros agresores hombres     (de 13 años en adelante),00 a 09,Otros agresores hombres,,,,,,,,,
,,99,Ignorado otros agresores hombres,,,,,,,,,
AGR_OTRAS_MUJ,Otras agresoras mujeres      (de 13 años en adelante),00 a 09,Otras agresoras mujeres,,,,,,,,,
,,99,Ignorado otras agresoras mujeres,,,,,,,,,
AGR_OTROS_N_OS,Otros agresores niños          (de 00 a 12 años),00 a 09,Otros agresores niños,,,,,,,,,
,,99,Ignorado otros agresores niños,,,,,,,,,
AGR_OTRAS_N_AS,Otras agresoras niñas           (de 00 a 12 años),00 a 09,Otras agresoras niñas,,,,,,,,,
,,99,Ignorado otras agresoras niñas,,,,,,,,,
,,,,,,,,,,,,
DATOS DE LA INSTITUCIÓN QUE REGISTRA EL HECHO,,,,,,,,,,,,
,,,,,,,,,,,,
INST_DENUN_HECHO,Nombre  de la institución que registra el hecho,1,Ministerio Público,,,,,,,,,
,,2,Procuraduría General de la Nación,,,,,,,,,
,,3,Policia Nacional Civil,,,,,,,,,
,,4,Organismo Judicial,,,,,,,,,
,,5,Bufetes Populares,,,,,,,,,
,,6,Procuraduría de los Derechos Humanos,,,,,,,,,
,,,,,,,,,,,,
ORGANISMO_JURISDICCIONAL,Órgano jurisdiccional que recibe la denuncia,1,Juzgados de Paz,,,,,,,,,
,,2,Juzgados de Paz Comunitarios,,,,,,,,,
,,3,Juzgados de Paz Penal ,,,,,,,,,
,,4,"Juzgado de Paz Penal de Conocimiento a Prevención de Delitos de Narcotráfico, Defraudación y Contrabando Aduanero, Violencia Sexual, Explotación y Trata de Personas ",,,,,,,,,
,,5,Juzgados de Paz Penal de Turno/24horas,,,,,,,,,
,,6,Juzgados de Paz Móvil,,,,,,,,,
,,7,"Juzgado de Paz con Competencia Específica para la Protección en Materia de Violencia Intrafamiliar, y de Niñez y Adolescencia Amenazada o Violada en sus Derechos (de turno)",,,,,,,,,
,,8,"Juzgados de Primera Instancia Penal, Narcoactividad y Delitos contra el Ambiente",,,,,,,,,
,,9,"Juzgados de Primera Instancia Penal, Narcoactividad y Delitos contra el Ambiente de Turno/24 horas",,,,,,,,,
,,10,"Juzgado de Turno de Primera Instancia Penal de Delitos de Femicidio y otras formas de de Violencia contra la contra la Mujer y Violencia Sexual, Explotación y Trata de Personas",,,,,,,,,
,,11,Juzgados de Primera Instancia Penal de Delitos de Femicidio y otras formas de Violencia contra la Mujer,,,,,,,,,
,,12,"Tribunales de Sentencia Penal, Narcoactividad y Delitos contra el Ambiente",,,,,,,,,
,,13,Tribunales de Sentencia Penal de Delitos de Femicidio y otras formas de Violencia en contra de la Mujer,,,,,,,,,
,,14,Juzgados de Primera Instancia Ramo Mixto,,,,,,,,,
,,15,Juzgados de Primera Instancia de Familia,,,,,,,,,
,,16,Juzgados de Adolescentes en Conflicto con la Ley Penal,,,,,,,,,
,,,,,,,,,,,,
CONDUCENTE,Se certificó lo conducente,1,Si,,,,,,,,,
,,2,No,,,,,,,,,
,,9,Ignorado,,,,,,,,,
,,,,,,,,,,,,
LEY_APLICABLE,Ley que se aplicó en el caso,1,Ley VIF ó Decreto 97-96,,,,,,,,,
,,2,Ley VCM ó Decreto 22-2008,,,,,,,,,
,,3,Ambas leyes (VIF y VCM),,,,,,,,,
,,4,Código Penal ó Decreto 17-73,,,,,,,,,
,,5,Otra,,,,,,,,,
,,6,Ley VIF y Código Penal ,,,,,,,,,
,,9,Ignorado,,,,,,,,,
,,,,,,,,,,,,
ARTICULOVIF,Artículos aplicados                 (Se registraron hasta 4 artículos de una misma ley),001 a 014  ,Artículos de la ley VIF ,,,,,,,,,
,,999,Artículos de la ley VIF ignorado,,,,,,,,,
ARTICULOVCM,,001 a 028,Artículos de la ley VCM,,,,,,,,,
,,999,Artículos de la ley VCM ignorado,,,,,,,,,
ARTICULOCODPEN,,001 a 498,Artículos del Código Penal,,,,,,,,,
,,999,Artículos del Código Penal ignorado,,,,,,,,,
ARTICULOTRAS,,001 a 500,Artículos otras leyes,,,,,,,,,
,,999,Artículos otras leyes ignorado,,,,,,,,,
,,,,,,,,,,,,
MEDIDAS_SEGURIDAD,Medidas de seguridad otorgadas por el Organismo Judicial,1,Medidas otorgadas,,,,,,,,,
,,2,Medidas no otorgadas,,,,,,,,,
,,9,Ignorado,,,,,,,,,
,,,,,,,,,,,,
TIPO_MEDIDA,Tipo de medida de seguridad aplicada,a,"Ordenar al presunto agresor que salga inmediatamente de la residencia común. Si se resiste, se utilizará la     fuerza pública.",,,,,,,,,
,,b,"Ordenar la asistencia obligatoria a instituciones con programas terapéutico-educativos, creados para ese fin.",,,,,,,,,
,,c,"Ordenar el allanamiento de la morada cuando, por violencia intrafamiliar, se arriesgue gravemente la integridad física, sexual, patrimonial, o psicológica de cualquiera de sus habitantes.",,,,,,,,,
,,d,"Prohibir que se introduzcan o se mantengan armas en la casa de habitación, cuando se utilicen para intimidar, amenazar o causar daño a alguna de las personas integrantes del grupo familiar.",,,,,,,,,
,,e,"Decomisar las armas en posesión del presunto agresor, aún cuando tenga licencia de portación.",,,,,,,,,
,,f,"Suspenderle provisionalmente al presunto agresor, la guarda y custodia de sus hijos e hijas menores de edad.",,,,,,,,,
,,g,"Ordenar al presunto agresor abstenerse de interferir, en cualquier forma, en el ejercicio de la guarda, crianza y educación de sus hijos e hijas.",,,,,,,,,
,,h,"Suspenderle al presunto agresor el derecho de visitar a sus hijos e hijas, en caso de agresión sexual contra menores de edad.",,,,,,,,,
,,i ,"Prohibir, al presunto agresor que perturbe o intimide a cualquier integrante del grupo familiar.",,,,,,,,,
,,j,Prohibir el acceso del presunto agresor al domicilio permanente o temporal de la persona agredida y a su lugar de trabajo o estudio.,,,,,,,,,
,,k,"Fijar una obligación alimentaria provisional, de conformidad con lo establecido en el Código Civil.",,,,,,,,,
,,l,"Disponer el embargo preventivo de bienes, del presunto agresor. Para aplicar esta medida no será necesario ningún depósito de garantía. A juicio de la autoridad judicial competente, el embargo recaerá sobre la casa de habitación familiar y sobre los bienes necesarios para respaldar la obligación alimentaria en favor de la persona agredida y los dependientes que correspondan, conforme a la ley.",,,,,,,,,
,,m,"Levantar un inventario de los bienes muebles existentes en el núcleo habitacional, en particular el menaje de casa u otros que le sirvan como medio de trabajo a la persona agredida.",,,,,,,,,
,,n,"Otorgar el uso exclusivo, por un plazo determinado, del menaje de casa a la persona agredida. Deberán salvaguardarse especialmente la vivienda y el menaje amparado al régimen de patrimonio familiar.",,,,,,,,,
,,ñ,"Ordenar, al presunto agresor, que se abstenga de interferir en el uso y disfrute de los instrumentos de trabajo de la persona agredida. Cuando ésta tenga sesenta (60) años o más o sea discapacitada, el presunto agresor no deberá interferir en el uso y disfrute de instrumentos indispensables para que la víctima pueda valerse por sí misma o integrarse a la sociedad.",,,,,,,,,
,,o,"Ordenar al presunto agresor, la reparación en dinero efectivo de los daños ocasionados a la persona agredida, o a los bienes que le sean indispensables para continuar su vida normal. Se incluyen gastos de traslado, reparaciones a la propiedad, alojamiento y gastos médicos. El monto se hará efectivo en la forma y procedimiento que la autoridad judicial estime conveniente para garantizar que la misma sea cumplida.",,,,,,,,,
,,z,Se ignora la medida de seguridad,,,,,,,,,
,,,,,,,,,,,,
ORGANISMO_REMITE,Órgano jurisdiccional a donde se remitió,1,Juzgados de Paz,,,,,,,,,
,,2,Juzgados de Paz Comunitarios,,,,,,,,,
,,3,Juzgados de Paz Penal ,,,,,,,,,
,,4,"Juzgado de Paz Penal de Conocimiento a Prevención de Delitos de Narcotráfico, Defraudación y Contrabando Aduanero, Violencia Sexual, Explotación y Trata de Personas ",,,,,,,,,
,,5,Juzgados de Paz Penal de Turno/24horas,,,,,,,,,
,,6,Juzgados de Paz Móvil,,,,,,,,,
,,7,"Juzgado de Paz con Competencia Específica para la Protección en Materia de Violencia Intrafamiliar, y de Niñez y Adolescencia Amenazada o Violada en sus Derechos (de turno)",,,,,,,,,
,,8,"Juzgados de Primera Instancia Penal, Narcoactividad y Delitos contra el Ambiente",,,,,,,,,
,,9,"Juzgados de Primera Instancia Penal, Narcoactividad y Delitos contra el Ambiente de Turno/24 horas",,,,,,,,,
,,10,"Juzgado de Turno de Primera Instancia Penal de Delitos de Femicidio y otras formas de  Violencia contra la contra la Mujer y Violencia Sexual, Explotación y Trata de Personas",,,,,,,,,
,,11,Juzgados de Primera Instancia Penal de Delitos de Femicidio y otras formas de Violencia en contra de la Mujer,,,,,,,,,
,,12,"Tribunales de Sentencia Penal, Narcoactividad y Delitos contra el Ambiente",,,,,,,,,
,,13,Tribunales de Sentencia Penal de Delitos de Femicidio y otras formas de Violencia en contra de la Mujer,,,,,,,,,
,,14,Juzgados de Primera Instancia Ramo Mixto,,,,,,,,,
,,15,Juzgados de Primera Instancia de Familia,,,,,,,,,
,,16,Juzgados de Adolescentes en Conflicto con la Ley Penal,,,,,,,,,
,,17,Ministerio Público (como órgano estatal),,,,,,,,,
,,18,Este mismo órgano,,,,,,,,,
,,99,Ignorado,,,,,,,,,
,,,,,,,,,,,,
