,,,,
ESTADÍSTICAS DE VIOLENCIA INTRAFAMILIAR 2010,,,,
Valores de las variables,,,,
,,,,
Código,Descripción del código,Valor,Etiqueta,
,,1316,Dueño de vehículos de transporte,
,,1316,Gerente de almacenamiento,
,,1316,Gerente de comunicaciones,
,,1316,Gerente de transporte,
,,1317,Gerentes de empresas de intermediación y servicios de empresas,
,,1317,Gerente de servicios de intermediación,
,,1317,Gerente de servicios prestados a las empresas,
,,1318,"Gerentes de empresas de servicio de cuidados personales, limpieza y servicios similares",
,,1318,Gerente de cuidados personales,
,,1318,Gerente de limpieza,
,,1319,"Gerentes de empresas, no clasificadas bajo otros epígrafes",
,,1319,Director de estación de radio,
,,1319,Gerente de actividades culturales,
,,1319,Gerente de actividades deportivas,
,,1319,Gerente de actividades recreativas,
,,1319,Gerente de agencia de viajes,
,,1319,Gerente de establecimiento de enseñanza,
,,1319,Gerente de servicios de sanidad,
,,1319,Gerente de trabajo social,
,,2111,Físicos y astrónomos,
,,2111,Astrofísico,
,,2111,Astrónomo,
,,2111,Físico,
,,2111,Físico atómico,
,,2111,Físico en acústica,
,,2111,Físico en aerodinámica,
,,2111,Físico en astrofísica,
,,2111,Físico en astronomía,
,,2111,Físico en balística,
,,2111,Físico en electricidad y magnetismo,
,,2111,Físico en electrónica,
,,2111,Físico en estática,
,,2111,Físico en física atómica,
,,2111,Físico en física de los sólidos,
,,2111,Físico en física molecular,
,,2111,Físico en física nuclear,
,,2111,Físico en física teórica,
,,2111,Físico en hidrodinámica,
,,2111,Físico en luz,
,,2111,Físico en mecánica,
,,2111,Físico en óptica,
,,2111,Físico en reologia,
,,2111,Físico en sonido,
,,2111,Físico en térmica,
,,2111,Físico en termodinámica,
,,2111,Físico en termo física,
,,2111,Radio astrónomo,
,,2111,Reologo,
,,2112,Meteorólogos,
,,2112,Climatólogo,
,,2112,Hidrometereologo,
,,2112,Meteorólogo,
,,2112,Meteorólogo climatología,
,,2112,Meteorólogo previsión del tiempo,
,,2113,Químicos,
,,2113,Cristolografo,
,,2113,Químico,
,,2113,"Químico, analista",
,,2113,"Químico, analítica",
,,2113,"Químico, caucho",
,,2113,"Químico, colorantes",
,,2113,"Químico, control de calidad",
,,2113,"Químico, corrosión",
,,2113,"Químico, cristalografía",
,,2113,"Químico, cueros y pieles",
,,2113,"Químico, detergentes",
,,2113,"Químico, electroquímica",
,,2113,"Químico, en general",
,,2113,"Químico, farmacéutico",
,,2113,"Químico, farmacia / industria",
,,2113,"Químico, físico",
,,2113,"Químico, industria del vidrio",
,,2113,"Químico, industria metalúrgica",
,,2113,"Químico, industrial",
,,2113,"Químico, inturas",
,,2113,"Químico, mineral",
,,2113,"Químico, nuclear",
,,2113,"Químico, orgánica",
,,2113,"Químico, perfumería",
,,2113,"Químico, petroquímica",
,,2113,"Químico, pinturas",
,,2113,"Químico, plásticos",
,,2113,"Químico, polímeros",
,,2113,"Químico, productos alimenticios",
,,2113,"Químico, textiles",
,,2114,Geólogos y geofísicos,
,,2114,Estratigrafista,
,,2114,Geodesta,
,,2114,Geofísico,
,,2114,Geofísico en geomagnetismo,
,,2114,Geofísico en geomorfología,
,,2114,Geofísico en glaciología,
,,2114,Geofísico en hidrología,
,,2114,Geofísico en métodos magnéticos,
,,2114,Geofísico en oceanografía,
,,2114,Geofísico en sismología,
,,2114,Geofísico en vulcanología,
,,2114,Geólogo,
,,2114,Geólogo en micropaleontología,
,,2114,Geólogo en minas,
,,2114,Geólogo en oceanografía,
,,2114,Geólogo en paleontología,
,,2114,Geólogo en petróleo,
,,2114,Geólogo en petrología,
,,2114,Geólogo estratigrafía,
,,2114,Geomagnetista,
,,2114,Geomorfologo,
,,2114,Glaciólogo,
,,2114,Hidrólogo,
,,2114,Micro paleontólogo,
,,2114,Mineralogista,
,,2114,Oceanógrafo geofísica,
,,2114,Oceanógrafo geología,
,,2114,Paleontólogo,
,,2114,Petrologo,
,,2114,Sismólogo,
,,2114,Vulcanólogo,
,,2121,Matemáticos y afines,
,,2121,Actuario,
,,2121,Matemático,
,,2121,Matemático análisis actuarial,
,,2121,Matemático matemática aplicada,
,,2121,Matemático matemática pura,
,,2121,"Matemático, analista investigación operativa",
,,2122,Estadísticos,
,,2122,Bioestadistico,
,,2122,Biometrista,
,,2122,Demógrafo,
,,2122,Estadístico,
,,2122,Estadístico en agricultura,
,,2122,Estadístico en bioestadística,
,,2122,Estadístico en biometría,
,,2122,Estadístico en ciencias físicas,
,,2122,Estadístico en demografía,
,,2122,Estadístico en economía,
,,2122,Estadístico en educación,
,,2122,Estadístico en encuestas por sondeo,
,,2122,Estadístico en estadística aplicada,
,,2122,Estadístico en finanzas,
,,2122,Estadístico en investigación,
,,2122,Estadístico en salud,
,,2122,Estadístico matemático,
,,2131,Creadores y analistas de sistemas informáticos,
,,2131,Administrador de banco de datos,
,,2131,Analista de sistemas informáticos,
,,2131,Analista de sistemas informáticos / banco de datos,
,,2131,Analista de sistemas informáticos / computadoras,
,,2131,Analista de sistemas informáticos / comunicaciones,
,,2131,Analista de sistemas informáticos / telecomunicaciones,
,,2131,Analista de transmisiones / sistemas informáticos,
,,2131,"Creador sistemas, informáticos",
,,2131,Ingeniero en sistemas computacionales,
,,2131,Ingeniero en sistemas informáticos,
,,2131,"Ingeniero, logicial",
,,2132,Programadores informáticos,
,,2132,"Programador, banco de datos",
,,2132,"Programador, de toda índole",
,,2132,"Programador, ordenadores",
,,2132,"Programador, programación técnica",
,,2132,"Programador, transmisiones",
,,2132,"Verificador, programas",
,,2139,"Profesionales de la informática, no clasificados bajo otros epígrafes",
,,2139,Ingeniero en aplicaciones de la informática,
,,2141,"Arquitectos, urbanistas e ingenieros de transito",
,,2141,Arquitecto,
,,2141,"Arquitecto, edificios",
,,2141,"Arquitecto, interiores de edificios",
,,2141,"Arquitecto, paisajista",
,,2141,Ingeniero en transito,
,,2141,Planificador transito,
,,2141,Urbanista,
,,2142,Ingenieros civiles,
,,2142,Ingeniero civil en dragado,
,,2142,Ingeniero civil en instalaciones de higiene y sanidad,
,,2142,Ingeniero civil en irrigación,
,,2142,Ingeniero civil en mecánica / suelos,
,,2142,Ingeniero civil en salud pública,
,,2142,Ingeniero civil en trabajos marítimos,
,,2142,"Ingeniero civil, construcción de aeródromos",
,,2142,"Ingeniero civil, construcción de aeropuertos",
,,2142,"Ingeniero civil, construcción de calles",
,,2142,"Ingeniero civil, construcción de carreteras y autopistas",
,,2142,"Ingeniero civil, construcción de chimeneas",
,,2142,"Ingeniero civil, construcción de edificios",
,,2142,"Ingeniero civil, construcción de estructura de edificios",
,,2142,"Ingeniero civil, construcción de estructuras metálicas",
,,2142,"Ingeniero civil, construcción de ferrocarriles",
,,2142,"Ingeniero civil, construcción de instalaciones portuarias",
,,2142,"Ingeniero civil, construcción de muelles y puertos",
,,2142,"Ingeniero civil, construcción de obras públicas",
,,2142,"Ingeniero civil, construcción de puentes",
,,2142,"Ingeniero civil, construcción de torres",
,,2142,"Ingeniero civil, construcción de túneles",
,,2142,Ingeniero en dragado,
,,2142,Ingeniero en hidrología,
,,2142,Ingeniero en irrigación,
,,2142,Ingeniero en sanidad,
,,2142,"Ingeniero, hidráulico",
,,2142,"Ingeniero, sanitario",
,,2142,"Tecnólogo, ingeniería civil",
,,2142,"Tecnólogo, ingeniería rural",
,,2142,"Tecnólogo, materiales de construcción",
,,2143,Ingenieros electricistas,
,,2143,Electrotécnico superior,
,,2143,Ingeniero electricista en alto voltaje,
,,2143,Ingeniero electricista en equipo electromecánico,
,,2143,Ingeniero electricista en equipo electromecánico de baja potencia,
,,2143,Ingeniero electricista en iluminación,
,,2143,Ingeniero electricista en líneas eléctricas,
,,2143,Ingeniero electricista en producción de energía,
,,2143,Ingeniero electricista en producción de energía eléctrica,
,,2143,Ingeniero electricista en tracción eléctrica,
,,2143,Ingeniero electricista en transporte de corriente eléctrica,
,,2143,Ingeniero electricista en transporte y distribución de energía,
,,2143,"Tecnólogo, electricidad",
,,2144,Ingenieros electrónicos y de telecomunicaciones,
,,2144,Ingeniero electronicista en construcción de computadoras,
,,2144,Ingeniero electronicista en creación / material informática,
,,2144,Ingeniero electronicista en instrumentos científicos,
,,2144,Ingeniero electronicista en semiconductores,
,,2144,Ingeniero en telecomunicaciones aeroespaciales,
,,2144,Ingeniero en telecomunicaciones radar,
,,2144,Ingeniero en telecomunicaciones radio,
,,2144,Ingeniero en telecomunicaciones sistemas de señales,
,,2144,Ingeniero en telecomunicaciones teléfonos,
,,2144,Ingeniero en telecomunicaciones telégrafos,
,,2144,Ingeniero en telecomunicaciones televisión,
,,2144,"Ingeniero, aeroespacial",
,,2144,"Tecnólogo, electrónica",
,,2144,"Tecnólogo, telecomunicaciones",
,,2145,Ingenieros mecánicos,
,,2145,"Arquitecto, construcciones navales",
,,2145,Diseñador aeronáutica,
,,2145,Diseñador de automóviles,
,,2145,Ingeniero en calefacción ventilación y refrigeración,
,,2145,Ingeniero en climatización,
,,2145,Ingeniero en construcción aeronáutica,
,,2145,Ingeniero en construcción de automóviles,
,,2145,Ingeniero en construcción naval,
,,2145,Ingeniero en criogenia,
,,2145,Ingeniero en energía nuclear,
,,2145,Ingeniero en lubricación,
,,2145,Ingeniero en motores de combustión interna,
,,2145,Ingeniero en motores de locomotoras,
,,2145,Ingeniero mecánico en aeronáutica,
,,2145,Ingeniero mecánico en agricultura,
,,2145,Ingeniero mecánico en automotores,
,,2145,Ingeniero mecánico en automóviles,
,,2145,Ingeniero mecánico en calefacción,
,,2145,Ingeniero mecánico en climatización,
,,2145,Ingeniero mecánico en construcción naval,
,,2145,Ingeniero mecánico en de locomotoras a vapor,
,,2145,Ingeniero mecánico en de reacción,
,,2145,Ingeniero mecánico en diesel,
,,2145,Ingeniero mecánico en energía nuclear,
,,2145,Ingeniero mecánico en instrumentos científicos,
,,2145,Ingeniero mecánico en maquinaria y herramienta industrial,
,,2145,Ingeniero mecánico en marinos,
,,2145,Ingeniero mecánico en mecánica de precisión,
,,2145,Ingeniero mecánico en refrigeración,
,,2145,Ingeniero mecánico en turbinas de gas,
,,2145,Ingeniero mecánico en ventilación,
,,2145,Ingeniero mecánico en y equipo para barcos,
,,2145,"Ingeniero, naval",
,,2145,"Tecnólogo, mecánica",
,,2145,"Tecnólogo, soldadura",
,,2146,Ingenieros químicos,
,,2146,Ingeniero en petróleo,
,,2146,Ingeniero químico en alimentos y bebidas,
,,2146,Ingeniero químico en carburantes,
,,2146,Ingeniero químico en caucho,
,,2146,Ingeniero químico en colores y pinturas,
,,2146,Ingeniero químico en fibras textiles,
,,2146,Ingeniero químico en industrias,
,,2146,Ingeniero químico en material plástico,
,,2146,Ingeniero químico en papel,
,,2146,Ingeniero químico en petróleo y gas natural,
,,2146,Ingeniero químico en producción y distribución de gas,
,,2146,"Ingeniero, textil",
,,2146,"Tecnólogo, alimentos y bebidas",
,,2146,"Tecnólogo, carburantes",
,,2146,"Tecnólogo, caucho",
,,2146,"Tecnólogo, cervecerías",
,,2146,"Tecnólogo, fabricación",
,,2146,"Tecnólogo, fabricación de neumáticos",
,,2146,"Tecnólogo, fibras artificiales y sintéticas",
,,2146,"Tecnólogo, materias plásticas",
,,2146,"Tecnólogo, papel",
,,2146,"Tecnólogo, pinturas",
,,2146,"Tecnólogo, polímeros",
,,2147,Ingenieros de minas y metalúrgicos y afines,
,,2147,Ingeniero en fundición,
,,2147,Ingeniero en minas,
,,2147,Ingeniero en minas / carbón,
,,2147,Ingeniero en minas / diamantes,
,,2147,Ingeniero en minas / metales,
,,2147,Ingeniero en minas / petróleo y gas natural,
,,2147,Ingeniero en perforaciones / pozos de petróleo y de gas,
,,2147,Ingeniero en siderurgia,
,,2147,"Ingeniero metalúrgico, minerales radiactivos",
,,2147,"Ingeniero metalúrgico, producción y afino / metales",
,,2147,"Ingeniero metalúrgico, tratamiento de los metales",
,,2147,"Tecnólogo, metalurgia / producción y afino (metales)",
,,2148,Cartógrafos y agrimensores,
,,2148,Agrimensor,
,,2148,Agrimensor aerofotografo,
,,2148,Agrimensor catastral,
,,2148,Agrimensor geodésico,
,,2148,Agrimensor hidrógrafo,
,,2148,Agrimensor minas,
,,2148,Agrimensor topografía,
,,2148,Agrimensor topografía aérea,
,,2148,Agrimensor topógrafo,
,,2148,Apeador,
,,2148,Cartógrafo,
,,2148,Cartógrafo marina,
,,2148,Fotogrametrista,
,,2148,"Topógrafo, (no incluye ingenieros topógrafos)",
,,2148,"Topógrafo, foto geometría",
,,2148,"Topógrafo, hidrográfico",
,,2148,"Topógrafo, suelos",
,,2149,"Arquitectos, ingenieros y afines, no clasificados bajo otros epígrafes",
,,2149,Analista de comunicaciones / excepto computadoras,
,,2149,Analista de sistemas / excepto informáticos,
,,2149,Creador sistemas / excepto informáticos,
,,2149,Ingeniero en cemento,
,,2149,Ingeniero en cerámica,
,,2149,Ingeniero en eficiencia comercial,
,,2149,Ingeniero en eficiencia industrial,
,,2149,Ingeniero en estudio de tiempos y movimientos,
,,2149,Ingeniero en estudio de trabajo,
,,2149,Ingeniero en imprenta,
,,2149,Ingeniero en métodos,
,,2149,Ingeniero en organización / calculo de costos,
,,2149,Ingeniero en organización industrial,
,,2149,Ingeniero en organización y métodos,
,,2149,Ingeniero en planificación,
,,2149,Ingeniero en producción,
,,2149,Ingeniero en robótica,
,,2149,Ingeniero en seguridad,
,,2149,Ingeniero en sistemas / excepto informáticos,
,,2149,"Ingeniero, asesor organización industrial",
,,2149,"Ingeniero, industrial",
,,2149,"Tecnólogo, cemento",
,,2149,"Tecnólogo, cerámica",
,,2149,"Tecnólogo, cuero",
,,2149,"Tecnólogo, embalaje",
,,2149,"Tecnólogo, imprenta",
,,2149,"Tecnólogo, madera",
,,2149,"Tecnólogo, textiles",
,,2149,"Tecnólogo, vidrio",
,,2149,"Verificador, cantidad",
,,2211,"Biólogos, botánicos, zoólogos y afines",
,,2211,Analista de suelos,
,,2211,Bacteriólogo,
,,2211,Bacteriólogo en agricultura,
,,2211,Bacteriólogo en alimentación,
,,2211,Bacteriólogo en farmacia,
,,2211,Bacteriólogo en industria,
,,2211,Bacteriólogo en industrias / lácteas,
,,2211,Bacteriólogo en medicina,
,,2211,Bacteriólogo en medicina / veterinaria,
,,2211,Bacteriólogo en pesca,
,,2211,Bacteriólogo en suelos,
,,2211,Biólogo,
,,2211,"Biólogo, fauna de agua dulce",
,,2211,"Biólogo, fauna marina",
,,2211,"Biólogo, genética",
,,2211,"Biólogo, hidrobiología",
,,2211,"Biólogo, molecular",
,,2211,Botánico,
,,2211,Citologo,
,,2211,"Citologo, botánica",
,,2211,"Citologo, zoología",
,,2211,Ecología,
,,2211,Ecologista,
,,2211,Ecologista botánica,
,,2211,Ecologista zoología,
,,2211,Economista,
,,2211,Embriologo,
,,2211,Entomólogo,
,,2211,Genética,
,,2211,Genetista,
,,2211,Genetista botánica,
,,2211,Genetista zoólogo,
,,2211,Hidrobiologo,
,,2211,Histología,
,,2211,Histólogo,
,,2211,Histólogo animales,
,,2211,Histólogo plantas,
,,2211,Ictiólogo,
,,2211,Ingeniero en genética,
,,2211,Inmunólogo,
,,2211,Mamalogista,
,,2211,Micología,
,,2211,Micólogo,
,,2211,Microbiólogo,
,,2211,Ornitólogo,
,,2211,Parasitólogo,
,,2211,Piscicultor zoólogo,
,,2211,Suelos,
,,2211,Taxonomía,
,,2211,Taxonomista,
,,2211,"Taxonomista, animales",
,,2211,"Taxonomista, plantas",
,,2211,Zoólogo,
,,2211,"Zoólogo, embriología",
,,2211,"Zoólogo, entomología",
,,2211,"Zoólogo, histología",
,,2211,"Zoólogo, ictiología",
,,2211,"Zoólogo, mamalogista",
,,2211,"Zoólogo, ornitología",
,,2211,"Zoólogo, parasitología",
,,2211,"Zoólogo, piscicultura",
,,2211,"Zoólogo, taxonomía",
,,2212,"Farmacólogos, patólogos y afines",
,,2212,Anatomista,
,,2212,Biofísico,
,,2212,Bioquímico,
,,2212,Endocrinólogo,
,,2212,Epidemiólogo,
,,2212,Farmacólogo,
,,2212,Fisiólogo,
,,2212,Fisiólogo en animales,
,,2212,Fisiólogo en endocrinología,
,,2212,Fisiólogo en epidemiologia,
,,2212,Fisiólogo en neurología,
,,2212,Fisiólogo en plantas,
,,2212,Histopatologo,
,,2212,Neuropatologo,
,,2212,Patólogo,
,,2212,"Patólogo, animales",
,,2212,"Patólogo, cirugía",
,,2212,"Patólogo, forense",
,,2212,"Patólogo, histopatología",
,,2212,"Patólogo, medicina",
,,2212,"Patólogo, medicina / veterinaria",
,,2212,"Patólogo, neuropatología",
,,2212,"Patólogo, patología clínica",
,,2212,"Patólogo, plantas",
,,2212,Toxicólogo,
,,2213,Agrónomos y afines,
,,2213,Agrimensor agro logo,
,,2213,Agrónomo arboricultor,
,,2213,Agrónomo conservador de la naturaleza,
,,2213,Agrónomo ecólogo,
,,2213,Agrónomo edafólogo,
,,2213,Agrónomo floricultor,
,,2213,Agrónomo horticultor,
,,2213,Agrónomo silvicultor,
,,2213,Edafólogo,
,,2213,"Ingeniero, agrónomo",
,,2213,"Ingeniero, forestal",
